Time(s)	Ixx	Iyy	Roll_Rate	Roll	Flightpath_Speed	Mach	Dyn_Pres	Thrust(kN)	mass(Mg)	CoM (m)	CoP (m)	Cd	Sideslip	Sideslip_rate	AoA	AoA_Rate	Density
17.017725	0.719805336	141.3606567	2060.316065	16314.19157	0.913719102	2.940716471	235809.1096	8.69873831	0.079961016	1.817550884	1.246286588	0.308508096	0.000170922	-0.004148656	-0.000100508	-0.004952795	0.564891663
17.02751	0.719615478	141.3372896	2061.846949	16334.35925	0.914395698	2.943244506	235919.2102	8.699216059	0.079923045	1.817638024	1.247297802	0.3082636	0.000120665	-0.006017793	-0.000141837	-0.003406453	0.564319364
17.037295	0.719425619	141.3139224	2063.378826	16354.54191	0.915072815	2.945775122	236029.1399	8.699693616	0.079885073	1.817725164	1.248310049	0.308018802	5.55685E-05	-0.007149733	-0.000165784	-0.001436468	0.563747089
17.04708	0.719235761	141.2905552	2064.91419	16374.73958	0.915750455	2.948308324	236138.8985	8.700170983	0.079847101	1.817812304	1.24932333	0.307773702	-1.6377E-05	-0.007402756	-0.00016935	0.000716267	0.563174837
17.056865	0.719045903	141.2671881	2066.454421	16394.9523	0.91642862	2.95084412	236248.486	8.700648157	0.07980913	1.817899445	1.250337648	0.307528298	-8.63136E-05	-0.006742914	-0.000152036	0.002786889	0.56260261
17.06665	0.718856045	141.2438209	2067.999132	16415.18011	0.917107309	2.953382514	236357.9021	8.701125139	0.079771158	1.817986585	1.251353005	0.30728259	-0.000145604	-0.005248879	-0.000115919	0.004519125	0.562030408
17.076435	0.718666187	141.2204537	2069.546354	16435.42305	0.917786524	2.955923512	236467.1466	8.701601928	0.079733186	1.818073725	1.252369405	0.307036577	-0.000186899	-0.003102895	-6.54117E-05	0.005697074	0.561458231
17.08622	0.718476328	141.1970866	2071.093479	16455.68113	0.918466268	2.95846712	236576.2194	8.702078523	0.079695215	1.818160865	1.253386848	0.306790259	-0.000205056	-0.000568828	-6.72864E-06	0.006172272	0.56088608
17.096005	0.71828647	141.1737194	2072.638512	16475.95434	0.91914654	2.961013345	236685.1203	8.702554924	0.079657243	1.818248005	1.254405338	0.306543634	-0.000197785	0.002040078	5.28745E-05	0.005882611	0.560313954
17.10579	0.718096612	141.1503522	2074.181025	16496.24266	0.919827342	2.963562192	236793.8491	8.70303113	0.079619271	1.818335145	1.255424877	0.306296702	-0.000165948	0.00439982	0.000105996	0.004860709	0.559741856
17.115575	0.717906754	141.1269851	2075.722366	16516.54606	0.920508675	2.966113667	236902.4056	8.703507141	0.0795813	1.818422285	1.256445467	0.306049463	-0.000113461	0.0062159	0.000146006	0.003230546	0.559169784
17.12536	0.717716896	141.1036179	2077.265012	16536.86455	0.92119054	2.968667776	237010.7897	8.703982955	0.079543328	1.818509425	1.25746711	0.305801915	-4.68302E-05	0.007260212	0.000167882	0.001192688	0.55859774
17.135145	0.717527037	141.0802507	2078.811372	16557.19815	0.921872939	2.971224524	237119.0012	8.704458573	0.079505356	1.818596565	1.25848981	0.305554057	2.5658E-05	0.007399925	0.000168839	-0.001000195	0.558025723
17.14493	0.717337179	141.0568836	2080.362634	16577.54691	0.922555873	2.973783919	237227.0398	8.704933993	0.079467385	1.818683705	1.259513568	0.30530589	9.49566E-05	0.006614672	0.000148696	-0.003074537	0.557453735
17.154715	0.717147321	141.0335164	2081.918189	16597.91086	0.923239343	2.976345965	237334.9055	8.705409216	0.079429413	1.818770845	1.260538386	0.305057412	0.00015239	0.004999806	0.000109911	-0.004769987	0.556881775
17.1645	0.716957463	141.0101493	2083.475928	16618.29005	0.92392335	2.97891067	237442.5981	8.70588424	0.079391441	1.818857985	1.261564268	0.304808622	0.00019074	0.002755151	5.72907E-05	-0.005872167	0.556309844
17.174285	0.716767604	140.9867821	2085.033267	16638.68449	0.924607896	2.981478038	237550.1173	8.706359065	0.07935347	1.818945125	1.262591215	0.30455952	0.000205162	0.000160562	-2.60149E-06	-0.006239949	0.555737943
17.18407	0.716577746	140.9634149	2086.588398	16659.09415	0.925292981	2.984048077	237657.463	8.70683369	0.079315498	1.819032265	1.263619231	0.304310105	0.000193801	-0.002458776	-6.22572E-05	-0.005823756	0.555166071
17.193855	0.716387888	140.9400478	2088.141173	16679.51901	0.925978608	2.986620791	237764.635	8.707308115	0.079277526	1.819119405	1.264648316	0.304060376	0.000158043	-0.004773022	-0.000114165	-0.004672498	0.55459423
17.20364	0.71619803	140.9166806	2089.693171	16699.95907	0.926664776	2.989196188	237871.6332	8.707782339	0.079239555	1.819206545	1.265678475	0.303810332	0.000102351	-0.006489255	-0.000151755	-0.002928135	0.55402242
17.213425	0.716008172	140.8933134	2091.246934	16720.41431	0.927351488	2.991774272	237978.4573	8.708256362	0.079201583	1.819293685	1.266709709	0.303559973	3.37231E-05	-0.007388714	-0.000170239	-0.000808436	0.55345064
17.22321	0.715818313	140.8699463	2092.804725	16740.88478	0.928038745	2.994355051	238085.1072	8.708730182	0.079163611	1.819380825	1.26774202	0.303309298	-3.91887E-05	-0.007354931	-0.00016722	0.00142002	0.552878892
17.232995	0.715628455	140.8465791	2094.367427	16761.37052	0.928726547	2.99693853	238191.5827	8.7092038	0.07912564	1.819467965	1.268775412	0.303058307	-0.00010716	-0.006389131	-0.000143016	0.003475263	0.552307176
17.24278	0.715438597	140.8232119	2095.93411	16781.87157	0.929414897	2.999524716	238297.8836	8.709677214	0.079087668	1.819555105	1.269809886	0.302806997	-0.000161562	-0.004610808	-0.000100633	0.005095616	0.551735493
17.252565	0.715248739	140.7998448	2097.501411	16802.38795	0.930103765	3.002113518	238403.9946	8.710150425	0.079049696	1.819642246	1.27052838	0.30263037	-0.000195462	-0.00224295	-4.54002E-05	0.006073152	0.551163842
17.26235	0.715058881	140.7764776	2099.064772	16822.91966	0.930793095	3.004704755	238509.8854	8.710623431	0.079011725	1.819729386	1.271176189	0.302470395	-0.000204505	0.000415508	1.56935E-05	0.006279883	0.550592225
17.272135	0.714869022	140.7531104	2100.622777	16843.46663	0.931482885	3.007298427	238615.5552	8.711096231	0.078973753	1.819816526	1.271824607	0.302310209	-0.000187487	0.003026046	7.48711E-05	0.005684994	0.550020641
17.28192	0.714679164	140.7297433	2102.1758	16864.02883	0.932173138	3.009894539	238721.0037	8.711568826	0.078935781	1.819903666	1.272473635	0.302149811	-0.000146538	0.005253965	0.000124559	0.004360479	0.549449091
17.291705	0.714489306	140.7063761	2103.725842	16884.6062	0.932863854	3.012493096	238826.2308	8.712041215	0.07889781	1.819990806	1.273123274	0.3019892	-8.68627E-05	0.006811697	0.000158361	0.002473046	0.548877577
17.30149	0.714299448	140.683009	2105.275606	16905.19874	0.933555034	3.015094105	238931.2362	8.712513396	0.078859838	1.820077946	1.273773526	0.301828376	-1.60926E-05	0.007496561	0.0001719	0.000263472	0.548306097
17.311275	0.71410959	140.6596418	2106.827229	16925.80645	0.93424668	3.01769757	239036.0196	8.712985369	0.078821866	1.820165086	1.274424392	0.301667338	5.66883E-05	0.007217833	0.000163393	-0.001984113	0.547734653
17.32106	0.713919731	140.6362746	2108.381278	16946.42936	0.934938792	3.020303497	239140.5808	8.713457134	0.078783895	1.820252226	1.275075874	0.301506086	0.000122114	0.006009364	0.000133899	-0.003979049	0.547163245
17.330845	0.713729873	140.6129075	2109.936535	16967.06748	0.935631371	3.022911891	239244.9197	8.713928689	0.078745923	1.820339366	1.275727973	0.301344619	0.000171753	0.004025878	8.71993E-05	-0.005462224	0.546591873
17.34063	0.713540015	140.5895403	2111.490649	16987.72081	0.936324418	3.025522758	239349.0359	8.714400035	0.078707951	1.820426506	1.276380689	0.301182937	0.0001992	0.001523279	2.93133E-05	-0.006240255	0.546020539
17.350415	0.713350157	140.5661731	2113.041358	17008.38934	0.937017935	3.028136103	239452.9293	8.71487117	0.07866998	1.820513646	1.277034026	0.301021039	0.000200924	-0.001174497	-3.22783E-05	-0.006211163	0.545449242
17.3602	0.713160299	140.542806	2114.587663	17029.07302	0.937711923	3.030751931	239556.5997	8.715342094	0.078632008	1.820600786	1.277687983	0.300858925	0.000176722	-0.003717709	-8.9605E-05	-0.005378007	0.544877983
17.369985	0.71297044	140.5194388	2116.13037	17049.77181	0.938406382	3.033370248	239660.0467	8.715812806	0.078594036	1.820687926	1.278342562	0.300696594	0.000129755	-0.005776505	-0.000135245	-0.003848658	0.544306763
17.37977	0.712780582	140.4960716	2117.671732	17070.48568	0.939101313	3.03599106	239763.2703	8.716283306	0.078556065	1.820775066	1.278997765	0.300534045	6.61367E-05	-0.007084006	-0.000163293	-0.001821736	0.543735581
17.389555	0.712590724	140.4727045	2119.214363	17091.21465	0.939796718	3.038614372	239866.2701	8.716753592	0.078518093	1.820862206	1.279653593	0.300371279	-5.86364E-06	-0.007471083	-0.000170129	0.000439368	0.543164439
17.39934	0.712400866	140.4493373	2120.759971	17111.95872	0.940492598	3.041240189	239969.0459	8.717223665	0.078480121	1.820949346	1.280310047	0.300208294	-7.68951E-05	-0.006888301	-0.00015489	0.002640888	0.542593337
17.409125	0.712211007	140.4259701	2122.308538	17132.71793	0.941188954	3.043868517	240071.5975	8.717693523	0.07844215	1.821036486	1.280967129	0.300045091	-0.000137741	-0.005412207	-0.000119579	0.004496938	0.542022275
17.41891	0.712021149	140.402603	2123.858368	17153.4923	0.941885787	3.046499362	240173.9247	8.718163167	0.078404178	1.821123626	1.281624841	0.299881667	-0.000180516	-0.003235256	-6.88058E-05	0.005766617	0.541451254
17.428695	0.711831291	140.3792358	2125.406971	17174.28183	0.942583097	3.049132729	240276.0273	8.718632594	0.078366206	1.821210766	1.282283182	0.299718024	-0.000199687	-0.000640758	-9.18694E-06	0.006285157	0.540880275
17.43848	0.711641433	140.3558687	2126.952351	17195.08651	0.943280887	3.051768623	240377.9049	8.719101805	0.078328235	1.821297906	1.282942156	0.29955416	-0.000192793	0.002033844	5.15133E-05	0.005985189	0.540309337
17.448265	0.711451575	140.3325015	2128.494038	17215.90628	0.943979156	3.05440705	240479.5575	8.719570799	0.078290263	1.821385047	1.283601763	0.299390075	-0.000160762	0.004440614	0.000105389	0.004905434	0.539738441
17.45805	0.711261716	140.3091343	2130.033357	17236.74113	0.944677907	3.057048016	240580.9848	8.720039575	0.078252291	1.821472187	1.284262004	0.299225769	-0.000107795	0.006266108	0.000145416	0.003185799	0.539167588
17.467835	0.711071858	140.2857672	2131.57278	17257.59103	0.94537714	3.059691527	240682.1865	8.720508133	0.078214319	1.821559327	1.284922882	0.29906124	-4.08197E-05	0.00727197	0.00016637	0.001049509	0.538596778
17.47762	0.710882	140.2624	2133.114708	17278.45601	0.946076856	3.062337587	240783.1624	8.720976471	0.078176348	1.821646467	1.285584397	0.298896489	3.13996E-05	0.007325997	0.000165501	-0.001225478	0.538026012
17.487405	0.710692142	140.2390328	2134.660272	17299.3361	0.946777056	3.064986203	240883.9123	8.72144459	0.078138376	1.821733607	1.286246551	0.298731514	9.94038E-05	0.006419664	0.000142905	-0.00334219	0.53745529
17.49719	0.710502284	140.2156657	2136.20879	17320.23132	0.947477742	3.067637379	240984.436	8.721912489	0.078100404	1.821820747	1.286909345	0.298566316	0.000154269	0.004669826	0.000101522	-0.005023034	0.536884613
17.506975	0.710312425	140.1922985	2137.758134	17341.14171	0.948178915	3.070291123	241084.7333	8.722384212	0.078062433	1.821907887	1.287572781	0.298400893	0.000188775	0.002304215	4.67598E-05	-0.006046015	0.53631398
17.51676	0.710122567	140.1689313	2139.305834	17362.06725	0.948880576	3.072947442	241184.8042	8.722857343	0.078024461	1.821995027	1.288236861	0.298235245	0.000198359	-0.000367581	-1.41946E-05	-0.006274125	0.535743394
17.526545	0.709932709	140.1455642	2140.850359	17383.00791	0.949582726	3.075606341	241284.6486	8.723330252	0.077986489	1.822082167	1.288901585	0.298069372	0.000181729	-0.002994103	-7.33115E-05	-0.005674026	0.535172853
17.53633	0.709742851	140.122197	2142.391913	17403.96368	0.950285367	3.078267826	241384.2662	8.723802938	0.077948518	1.822169307	1.289566957	0.297903272	0.000141051	-0.005227947	-0.00012277	-0.004321414	0.534602359
17.546115	0.709552993	140.0988299	2143.932352	17424.93452	0.9509885	3.080931903	241483.6569	8.724275401	0.077910546	1.822256447	1.290232976	0.297736946	8.16792E-05	-0.006771701	-0.000155992	-0.002392133	0.534031911
17.5559	0.709363134	140.0754627	2145.474247	17445.92044	0.951692125	3.083598578	241582.8202	8.724747639	0.077872574	1.822343587	1.290899644	0.297570392	1.14694E-05	-0.007417853	-0.000168525	-0.000139885	0.533461512
17.565685	0.709173276	140.0520955	2147.019586	17466.92146	0.952396244	3.086267855	241681.7561	8.725219652	0.077834603	1.822430727	1.291566964	0.297403611	-6.02551E-05	-0.007077229	-0.000158649	0.002136748	0.53289116
17.57547	0.708983418	140.0287284	2148.568771	17487.93762	0.953100858	3.088939742	241780.4644	8.725691439	0.077796631	1.822517867	1.292234935	0.297236601	-0.000123937	-0.005791967	-0.000127625	0.004133785	0.532320856
17.585255	0.70879356	140.0053612	2150.120426	17508.96896	0.953805968	3.091614243	241878.9446	8.726163001	0.077758659	1.822605007	1.292903561	0.297069363	-0.000171062	-0.003730983	-7.95472E-05	0.005582628	0.531750602
17.59504	0.708603701	139.981994	2151.67212	17530.01548	0.954511575	3.094291365	241977.1968	8.726634335	0.077720688	1.822692147	1.293572841	0.296901895	-0.000195308	-0.001168261	-2.08135E-05	0.006286621	0.531180396
17.604825	0.708413843	139.9586269	2153.221634	17551.07718	0.95521768	3.096971113	242075.2206	8.727105442	0.077682716	1.822779287	1.294242778	0.296734197	-0.000193404	0.001553337	4.07221E-05	0.006148295	0.530610241
17.61461	0.708223985	139.9352597	2154.768118	17572.15402	0.955924285	3.099653492	242173.0157	8.727576321	0.077644744	1.822866427	1.294913373	0.296566269	-0.000165587	0.004068006	9.68003E-05	0.005183406	0.530040135
17.624395	0.708034127	139.9118925	2156.31254	17593.24598	0.95663139	3.10233851	242270.5821	8.728046971	0.077606773	1.822953567	1.295584627	0.296398109	-0.000115583	0.006036462	0.000139871	0.003519634	0.529470081
17.63418	0.707844269	139.8885254	2157.857197	17614.35306	0.957338996	3.105026171	242367.9193	8.728517391	0.077568801	1.823040707	1.296256543	0.296229718	-5.01166E-05	0.007192175	0.00016412	0.00137992	0.528900078
17.643965	0.70765441	139.8651582	2159.404535	17635.47526	0.958047105	3.107716482	242465.0273	8.728987581	0.077530829	1.823127848	1.29692912	0.296061094	2.19897E-05	0.007377943	0.000166261	-0.000947392	0.528330126
17.65375	0.707464552	139.841791	2160.955894	17656.61262	0.958755718	3.110409448	242561.9058	8.729457541	0.077492858	1.823214988	1.297602362	0.295892238	9.10062E-05	0.006567697	0.000145996	-0.003147584	0.527760227
17.663535	0.707274694	139.8184239	2162.510818	17677.76517	0.959464836	3.113105075	242658.5545	8.729927269	0.077454886	1.823302128	1.298276269	0.295723148	0.000147613	0.004870442	0.000106057	-0.004922401	0.52719038
17.67332	0.707084836	139.7950567	2164.067309	17698.93296	0.96017446	3.115803369	242754.9732	8.730396765	0.077416914	1.823389268	1.298950842	0.295553824	0.000184166	0.002515727	5.18482E-05	-0.006030785	0.526620586
17.683105	0.706894978	139.7716896	2165.622871	17720.11597	0.960884591	3.118504336	242851.1617	8.730866029	0.077378943	1.823476408	1.299626084	0.295384266	0.000195737	-0.000177394	-9.28739E-06	-0.006321867	0.526050846
17.69289	0.706705119	139.7483224	2167.175827	17741.31419	0.96159523	3.121207982	242947.1198	8.731335059	0.077340971	1.823563548	1.300301995	0.295214473	0.000180783	-0.002843663	-6.90617E-05	-0.005755666	0.52548116
17.702675	0.706515261	139.7249552	2168.726197	17762.52759	0.962306379	3.123914312	243042.8472	8.731803855	0.077302999	1.823650688	1.300978578	0.295044444	0.00014136	-0.00512125	-0.000119367	-0.004408666	0.524911528
17.71246	0.706325403	139.7015881	2170.275697	17783.75616	0.963018038	3.126623334	243138.3438	8.732272416	0.077265028	1.823737828	1.301655833	0.294874178	8.28467E-05	-0.006700932	-0.000153379	-0.002463525	0.524341952
17.722245	0.706135545	139.6782209	2171.826846	17804.99989	0.963730209	3.129335051	243233.6092	8.732740742	0.077227056	1.823824968	1.302333763	0.294703676	1.32127E-05	-0.007368137	-0.000166484	-0.000184342	0.52377243
17.73203	0.705945687	139.6548537	2173.381653	17826.25882	0.964442892	3.132049472	243328.6432	8.733208832	0.077189084	1.823912108	1.303012368	0.294532937	-5.80606E-05	-0.007032149	-0.000156907	0.002119119	0.523202965
17.741815	0.705755828	139.6314866	2174.94057	17847.53298	0.96515609	3.1347666	243423.4457	8.733676686	0.077151113	1.823999248	1.30369165	0.29436196	-0.000121269	-0.005738547	-0.00012596	0.004133415	0.522633557
17.7516	0.70556597	139.6081194	2176.502261	17868.82242	0.965869802	3.137486444	243518.0164	8.734144302	0.077113141	1.824086388	1.304371611	0.294190744	-0.000167802	-0.003663207	-7.78637E-05	0.005583933	0.522064205
17.761385	0.705376112	139.5847522	2178.064314	17890.12713	0.966584031	3.140209008	243612.355	8.734611681	0.077075169	1.824173528	1.305052252	0.294019289	-0.000191322	-0.001088663	-1.91802E-05	0.006272236	0.52149491
17.77117	0.705186254	139.5613851	2179.62452	17911.44713	0.967298777	3.142934298	243706.4614	8.735078821	0.077037198	1.824260668	1.305733574	0.293847594	-0.000188622	0.001634016	4.20748E-05	0.006103206	0.520925673
17.780955	0.704996396	139.5380179	2181.182043	17932.78238	0.968014042	3.145662321	243800.3352	8.735545722	0.076999226	1.824347808	1.30641558	0.293675659	-0.000160078	0.004132762	9.75207E-05	0.005098335	0.520356495
17.79074	0.704806537	139.5146507	2182.737866	17954.13286	0.968729826	3.148393082	243893.9763	8.736012383	0.076961254	1.824434948	1.30709827	0.293503483	-0.0001096	0.006065096	0.000139555	0.003393306	0.519787375
17.800525	0.704616679	139.4912836	2184.294277	17975.49856	0.969446131	3.151126588	243987.3845	8.736478804	0.076923283	1.824522088	1.307781647	0.293331066	-4.41115E-05	0.007164977	0.000162393	0.001220096	0.519218315
17.81031	0.704426821	139.4679164	2185.853658	17996.8795	0.970162959	3.153862845	244080.5594	8.736944983	0.076885311	1.824609228	1.308465711	0.293158407	2.73902E-05	0.007279565	0.000162872	-0.001124132	0.518649314
17.820095	0.704236963	139.4445493	2187.417228	18018.27573	0.970880309	3.156601858	244173.501	8.737410921	0.076847339	1.824696368	1.309150464	0.292985505	9.50618E-05	0.0063908	0.000140889	-0.003317272	0.518080373
17.82988	0.704047104	139.4211821	2188.984399	18039.68727	0.971598183	3.159343634	244266.2088	8.737876617	0.076809368	1.824783508	1.309835909	0.29281236	0.000149564	0.004618737	9.94404E-05	-0.005056313	0.517511493
17.839665	0.703857246	139.3978149	2190.553098	18061.11416	0.972316583	3.16208818	244358.6828	8.738342069	0.076771396	1.824870649	1.310522045	0.292638971	0.000183351	0.002205922	4.42181E-05	-0.00609921	0.516942675
17.84945	0.703667388	139.3744478	2192.120872	18082.55639	0.97303551	3.1648355	244450.9227	8.738807278	0.076733424	1.824957789	1.311208875	0.292465338	0.000191723	-0.000515256	-1.71578E-05	-0.006298829	0.516373917
17.859235	0.70347753	139.3510806	2193.686207	18104.01396	0.973754964	3.167585602	244542.9282	8.739272243	0.076695453	1.825044929	1.3118964	0.292291459	0.000173491	-0.003167988	-7.61849E-05	-0.005624151	0.515805222
17.86902	0.703287672	139.3277134	2195.249336	18125.48682	0.974474947	3.170338491	244634.6991	8.739736963	0.076657481	1.825132069	1.312584623	0.292117335	0.000131159	-0.005383105	-0.000124654	-0.004165594	0.51523659
17.878805	0.703097813	139.3043463	2196.812119	18146.97498	0.97519546	3.173094173	244726.2353	8.740201437	0.076619509	1.825219209	1.313273543	0.291942965	7.05936E-05	-0.00685062	-0.000155793	-0.002123458	0.51466802
17.88859	0.702907955	139.2809791	2198.377046	18168.47844	0.975916505	3.175852655	244817.5364	8.740665665	0.076581538	1.825306349	1.313963164	0.291768348	2.20897E-07	-0.007363515	-0.000165225	0.000219163	0.514099514
17.898375	0.702718097	139.2576119	2199.945909	18189.99724	0.976638082	3.178613944	244908.6022	8.741129646	0.076543566	1.825393489	1.314653486	0.291593484	-7.01385E-05	-0.006847492	-0.00015159	0.002535433	0.513531072
17.90816	0.702528239	139.2342448	2201.518838	18211.5314	0.977360192	3.181378044	244999.4325	8.74159338	0.076505594	1.825480629	1.315344511	0.291418372	-0.000130641	-0.005372314	-0.000116757	0.004500415	0.512962694
17.917945	0.702338381	139.2108776	2203.09424	18233.08097	0.978082838	3.184144963	245090.027	8.742056866	0.076467623	1.825567769	1.316036241	0.291243011	-0.000172803	-0.003142889	-6.55764E-05	0.005836923	0.512394381
17.92773	0.702148522	139.1875104	2204.66966	18254.64595	0.978806019	3.186914707	245180.3856	8.742520103	0.076429651	1.825654909	1.316728677	0.291067401	-0.000190698	-0.000471128	-5.21072E-06	0.006355042	0.511826134
17.937515	0.701958664	139.1641433	2206.243108	18276.22635	0.979529737	3.189687281	245270.508	8.74298309	0.076391679	1.825742049	1.31742182	0.290891541	-0.000181803	0.00226758	5.58632E-05	0.005979566	0.511257952
17.9473	0.701768806	139.1407761	2207.814138	18297.82212	0.980253994	3.192462693	245360.3939	8.743445828	0.076353708	1.825829189	1.318115673	0.29071543	-0.000147367	0.004687218	0.000109047	0.004761325	0.510689836
17.957085	0.701578948	139.117409	2209.384091	18319.43327	0.980978791	3.195240948	245450.0432	8.743908315	0.076315736	1.825916329	1.318810237	0.290539069	-9.22407E-05	0.006445813	0.000146838	0.002870621	0.510121788
17.96687	0.70138909	139.0940418	2210.955366	18341.05977	0.981704128	3.198022053	245539.4556	8.744370551	0.076277764	1.826003469	1.319505513	0.290362456	-2.42054E-05	0.00729412	0.000163894	0.000573567	0.509553806
17.976655	0.701199231	139.0706746	2212.530127	18362.70167	0.982430007	3.200806013	245628.6308	8.744832534	0.076239793	1.826090609	1.320201503	0.290185591	4.71259E-05	0.007111309	0.000157795	-0.001805352	0.508985893
17.98644	0.701009373	139.0473075	2214.109125	18384.359	0.983156429	3.203592837	245717.5687	8.745294266	0.076201821	1.826177749	1.320898209	0.290008473	0.000111666	0.005922494	0.000129399	-0.003929219	0.508418047
17.996225	0.700819515	139.0239403	2215.691297	18406.0318	0.983883395	3.206382529	245806.2689	8.745755744	0.076163849	1.826264889	1.321595632	0.289831101	0.000160282	0.003895536	8.27237E-05	-0.005496557	0.507850271
18.00601	0.700629657	139.0005731	2217.274348	18427.72008	0.984610907	3.209175097	245894.7314	8.746220454	0.076125878	1.826352029	1.322293774	0.289653475	0.000186095	0.001317509	2.4386E-05	-0.006284302	0.507282563
18.015795	0.700439799	138.977206	2218.856003	18449.42385	0.985338967	3.211970548	245982.9562	8.746687099	0.076087906	1.826439169	1.322992637	0.289475595	0.000185458	-0.001445848	-3.73356E-05	-0.006179724	0.506714925
18.02558	0.70024994	138.9538388	2220.435258	18471.14309	0.986067575	3.21476889	246070.943	8.747153489	0.076049934	1.826526309	1.323692222	0.289297458	0.000158479	-0.00400196	-9.36722E-05	-0.005196719	0.506147357
18.035365	0.700060082	138.9304716	2222.012921	18492.87777	0.986796733	3.217570128	246158.6916	8.747619623	0.076011963	1.82661345	1.324392532	0.289119066	0.000109011	-0.00598717	-0.000136611	-0.003474141	0.505579859
18.04515	0.699870224	138.9071045	2223.59118	18514.62788	0.987526442	3.22037427	246246.2018	8.748085501	0.075973991	1.82670059	1.325093567	0.288940417	4.41088E-05	-0.007118512	-0.000160038	-0.001256366	0.505012433
18.054935	0.699680366	138.8837373	2225.172395	18536.39346	0.988256703	3.223181321	246333.4734	8.748551123	0.075936019	1.82678773	1.32579533	0.288761511	-2.69693E-05	-0.007234144	-0.000160609	0.001141178	0.504445078
18.06472	0.699490507	138.8603701	2226.75781	18558.17452	0.988987518	3.225991288	246420.5061	8.749016486	0.075898048	1.82687487	1.326497822	0.288582346	-9.40775E-05	-0.006316697	-0.000138236	0.003376683	0.503877795
18.074505	0.699300649	138.837003	2228.346874	18579.97112	0.989718887	3.228804178	246507.2996	8.749481591	0.075860076	1.82696201	1.327201044	0.288402923	-0.000147627	-0.004496164	-9.61061E-05	0.005130532	0.503310584
18.08429	0.699110791	138.8136358	2229.93754	18601.78327	0.990450813	3.231619997	246593.8538	8.749946438	0.075822104	1.82704915	1.327904999	0.288223241	-0.000179957	-0.00203185	-4.02355E-05	0.006150942	0.502743447
18.094075	0.698920933	138.7902687	2231.527406	18623.61099	0.991183295	3.234438751	246680.1685	8.750411025	0.075784133	1.82713629	1.328609688	0.288043298	-0.000186434	0.000724165	2.13798E-05	0.006290173	0.502176382
18.10386	0.698731075	138.7669015	2233.115037	18645.45426	0.991916336	3.237260447	246766.2433	8.750875352	0.075746161	1.82722343	1.329315112	0.287863095	-0.000166124	0.003376978	7.99027E-05	0.00552614	0.501609392
18.113645	0.698541216	138.7435343	2234.700762	18667.31305	0.992649937	3.240085092	246852.078	8.751339418	0.075708189	1.82731057	1.330021273	0.287682631	-0.000121935	0.005545215	0.000126918	0.003966245	0.501042476
18.12343	0.698351358	138.7201672	2236.286488	18689.18735	0.993384098	3.242912692	246937.6724	8.751803223	0.075670218	1.82739771	1.330728173	0.287501905	-6.02179E-05	0.006915815	0.000155642	0.001832729	0.500475634
18.133215	0.6981615	138.6968	2237.874648	18711.07718	0.994118822	3.245743253	247023.0263	8.752266765	0.075632246	1.82748485	1.331435813	0.287320917	1.01398E-05	0.00728941	0.000161907	-0.000568542	0.499908868
18.143	0.697971642	138.6734328	2239.46685	18732.98257	0.994854108	3.248576783	247108.1395	8.752730046	0.075594274	1.82757199	1.332144196	0.287139665	7.89835E-05	0.006609704	0.000144772	-0.002891573	0.499342178
18.152785	0.697781784	138.6500657	2241.062986	18754.90356	0.99558996	3.251413288	247193.0116	8.753193063	0.075556303	1.82765913	1.332853322	0.28695815	0.000136353	0.004972473	0.000106677	-0.00479992	0.498775563
18.16257	0.697591925	138.6266985	2242.661295	18776.84018	0.996326377	3.254252774	247277.6425	8.753655816	0.075518331	1.82774627	1.333563194	0.286776371	0.000173926	0.002612645	5.3108E-05	-0.006015458	0.498209026
18.172355	0.697402067	138.6033313	2244.259349	18798.79244	0.997063361	3.257095249	247362.0319	8.754118304	0.075480359	1.82783341	1.334273812	0.286594326	0.000186231	-0.000128896	-8.18755E-06	-0.006359192	0.497642565
18.18214	0.697212209	138.5799642	2245.855409	18820.76033	0.997800913	3.259940718	247446.1795	8.754580528	0.075442388	1.82792055	1.33498518	0.286412016	0.000171457	-0.002854224	-6.83098E-05	-0.005778043	0.497076182
18.191925	0.697022351	138.556597	2247.449397	18842.74383	0.998539035	3.262789189	247530.0852	8.755042485	0.075404416	1.82800769	1.335697297	0.286229439	0.000131729	-0.005166031	-0.000118499	-0.004353548	0.496509878
18.20171	0.696832493	138.5332299	2249.04294	18864.74291	0.999277728	3.265640668	247613.7488	8.755504177	0.075366444	1.82809483	1.336410167	0.286046595	7.28226E-05	-0.006725705	-0.000151417	-0.002290934	0.495943651
18.211495	0.696642634	138.5098627	2250.638458	18886.7576	1.000016993	3.268495161	247697.1698	8.755965601	0.075328473	1.82818197	1.33712379	0.285863484	3.3264E-06	-0.007303304	-0.000162224	0.000110063	0.495377504
18.22128	0.696452776	138.4864955	2252.237806	18908.78792	1.00075683	3.271352676	247780.3482	8.756426758	0.075290501	1.82826911	1.337838169	0.285680104	-6.65992E-05	-0.006811963	-0.000149304	0.002498566	0.494811436
18.231065	0.696262918	138.4631284	2253.841238	18930.83391	1.001497243	3.27421322	247863.2837	8.756887646	0.075252529	1.82835625	1.338553305	0.285496456	-0.000126709	-0.005321489	-0.000114517	0.004523864	0.494245449
